timestamp,cloud_provider,unified_category,cost,normalized_env,normalized_team,is_anomaly,anomaly_type
2026-01-01,AWS,COMPUTE,1187.96,staging,coreengine,0,none
2026-01-01,GCP,STORAGE,605.1,dev,analytics,0,none
2026-01-01,GCP,COMPUTE,1243.59,dev,analytics,0,none
2026-01-01,Azure,COMPUTE,1227.49,dev,fintech,0,none
2026-01-01,Azure,STORAGE,580.29,production,fintech,0,none
2026-01-01,Azure,NETWORK,298.02,production,fintech,0,none
2026-01-01,GCP,NETWORK,293.49,prod,analytics,0,none
2026-01-01,AWS,NETWORK,305.57,production,coreengine,0,none
2026-01-01,AWS,STORAGE,621.63,production,dataplatform,0,none
2026-01-02,Azure,NETWORK,299.72,production,fintech,0,none
2026-01-02,Azure,STORAGE,623.42,production,fintech,0,none
2026-01-02,GCP,COMPUTE,1218.0,prod,analytics,0,none
2026-01-02,AWS,NETWORK,292.23,staging,dataplatform,0,none
2026-01-02,AWS,STORAGE,585.43,staging,coreengine,0,none
2026-01-02,AWS,COMPUTE,1210.98,production,coreengine,0,none
2026-01-02,GCP,NETWORK,297.09,prod,analytics,0,none
2026-01-02,GCP,STORAGE,607.69,prod,core-team,0,none
2026-01-02,Azure,COMPUTE,1237.94,production,fintech,0,none
2026-01-03,Azure,COMPUTE,792.86,production,fintech,0,none
2026-01-03,GCP,COMPUTE,744.76,dev,analytics,0,none
2026-01-03,GCP,STORAGE,582.09,dev,analytics,0,none
2026-01-03,GCP,NETWORK,181.09,dev,analytics,0,none
2026-01-03,AWS,NETWORK,183.03,production,coreengine,0,none
2026-01-03,AWS,STORAGE,591.49,production,coreengine,0,none
2026-01-03,AWS,COMPUTE,739.42,production,coreengine,0,none
2026-01-03,Azure,STORAGE,557.71,production,fintech,0,none
2026-01-03,Azure,NETWORK,192.43,production,fintech,0,none
2026-01-04,GCP,COMPUTE,809.17,prod,analytics,0,none
2026-01-04,GCP,STORAGE,576.68,prod,core-team,0,none
2026-01-04,GCP,NETWORK,189.39,dev,core-team,0,none
2026-01-04,Azure,STORAGE,597.16,dev,fintech,0,none
2026-01-04,Azure,NETWORK,184.51,dev,fintech,0,none
2026-01-04,AWS,COMPUTE,802.97,staging,coreengine,0,none
2026-01-04,AWS,STORAGE,552.46,staging,dataplatform,0,none
2026-01-04,AWS,NETWORK,192.23,production,dataplatform,0,none
2026-01-04,Azure,COMPUTE,757.07,production,fintech,0,none
2026-01-05,GCP,STORAGE,610.96,prod,core-team,0,none
2026-01-05,GCP,NETWORK,311.1,dev,analytics,0,none
2026-01-05,AWS,COMPUTE,1238.07,staging,dataplatform,0,none
2026-01-05,AWS,STORAGE,594.01,production,coreengine,0,none
2026-01-05,AWS,NETWORK,294.31,staging,dataplatform,0,none
2026-01-05,GCP,COMPUTE,1211.01,dev,analytics,0,none
2026-01-05,Azure,NETWORK,295.49,production,fintech,0,none
2026-01-05,Azure,STORAGE,608.62,production,fintech,0,none
2026-01-05,Azure,COMPUTE,1216.39,dev,fintech,0,none
2026-01-06,AWS,NETWORK,303.1,production,coreengine,0,none
